DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.25-16.58.50, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.952017ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_82, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/M_InvalidLightmapSettings.uasset, FlushAsyncLoading=0.006489ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.094995ms, TagPackageExports=0.264037ms, BeginCacheForCookedPlatformData=0.006787ms, SerializeImports=0.308584ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.005014ms, SerializeSummary=0.009444ms, SerializeNames=0.062246ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.027735ms, SortExportsNonSeekfree=0.013568ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.654049ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.009440ms, SerializeImportMap=0.003539ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018880ms, SerializeExports=0.465833ms, SerializeBulkData=0.010915ms, AsyncWrite=0.102665ms, UnaccountedTime=0.089686ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_155, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.011213ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.157539ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__23B11D0C14DC5B9C0C0D81B28ED055E07DD24DBD, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.286166ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__87E57DDE6EEE045F0A3F4444DC7E5DDBEB9DA85E, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.156652ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__8A675B9A7E86ED55344E993623F4FE067048B76B, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.131577ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_83, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/InvalidLightmapSettings.uasset, FlushAsyncLoading=0.007078ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.087325ms, TagPackageExports=0.051923ms, BeginCacheForCookedPlatformData=0.033334ms, SerializeImports=0.065200ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.003539ms, SerializeSummary=0.008557ms, SerializeNames=0.013571ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009734ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010915ms, SortExportsSeekfreeInner=0.159901ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006489ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012096ms, SerializeExports=0.046909ms, SerializeBulkData=0.043072ms, AsyncWrite=0.107683ms, UnaccountedTime=0.142492ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_84, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/GizmoMaterial.uasset, FlushAsyncLoading=0.007968ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.075821ms, TagPackageExports=0.172287ms, BeginCacheForCookedPlatformData=0.007082ms, SerializeImports=0.228636ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.007376ms, SerializeSummary=0.008553ms, SerializeNames=0.053693ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.071391ms, SortExportsNonSeekfree=0.055760ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.553157ms, SortExportsSeekfree=0.004422ms, BuildDependencyMap=0.012688ms, SerializeImportMap=0.004131ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.002950ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012096ms, SerializeExports=0.223920ms, SerializeBulkData=0.010617ms, AsyncWrite=0.071689ms, UnaccountedTime=0.079062ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_156, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.009440ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=4399 bytes, Retrieved=true, Duration=0.141311ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_85, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Good64x64TilingNoiseHighFreq.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.089388ms, TagPackageExports=0.048973ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.048973ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003837ms, SerializeSummary=0.006784ms, SerializeNames=0.017997ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.007376ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.188809ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.005603ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011213ms, SerializeExports=0.048086ms, SerializeBulkData=0.007670ms, AsyncWrite=0.051629ms, UnaccountedTime=0.114169ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_157, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.010621ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=22372 bytes, Retrieved=true, Duration=0.185858ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_86, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultBokeh.uasset, FlushAsyncLoading=0.005309ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.064313ms, TagPackageExports=0.048090ms, BeginCacheForCookedPlatformData=0.033334ms, SerializeImports=0.046320ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003543ms, SerializeSummary=0.006195ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.006489ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.132464ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.004426ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.048678ms, SerializeBulkData=0.007965ms, AsyncWrite=0.053987ms, UnaccountedTime=0.111517ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A28EC0C4486158C85466808599E49A4__1FF86D5F10DF5DA41E6C385F79D34A8F73D47BF5, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.013571ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A28EC0C4486158C85466808599E49A4__1FF86D5F10DF5DA41E6C385F79D34A8F73D47BF5, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.885636ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_87, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/PreintegratedSkinBRDF.uasset, FlushAsyncLoading=0.008851ms, FlushStreamingFunc=0.005309ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.087030ms, TagPackageExports=0.056349ms, BeginCacheForCookedPlatformData=0.034221ms, SerializeImports=0.051629ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003245ms, SerializeSummary=0.008259ms, SerializeNames=0.013277ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008557ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.009734ms, SortExportsSeekfreeInner=0.154588ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006493ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.106502ms, SerializeBulkData=0.010028ms, AsyncWrite=0.130396ms, UnaccountedTime=0.147212ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_159, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B1F6A23D46761DA1743FBE984F9E8__A7029B9659C79ED952199638E34300F568BEC77C, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.009738ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B1F6A23D46761DA1743FBE984F9E8__A7029B9659C79ED952199638E34300F568BEC77C, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=2358 bytes, Retrieved=true, Duration=0.111513ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_88, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/MiniFont.uasset, FlushAsyncLoading=0.007670ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.071689ms, TagPackageExports=0.047497ms, BeginCacheForCookedPlatformData=0.033043ms, SerializeImports=0.049561ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003245ms, SerializeSummary=0.007376ms, SerializeNames=0.011802ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008259ms, SortExportsNonSeekfree=0.003543ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.156358ms, SortExportsSeekfree=0.003245ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.044253ms, SerializeBulkData=0.007670ms, AsyncWrite=0.052217ms, UnaccountedTime=0.113286ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_160, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9B0249994A9B1B14D96CD7BB7A90FB3__74A9C9C27BB25673E2C803395BE184240A57985C, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.011209ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9B0249994A9B1B14D96CD7BB7A90FB3__74A9C9C27BB25673E2C803395BE184240A57985C, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=368 bytes, Retrieved=true, Duration=0.138361ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_89, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/WeightMapPlaceholderTexture.uasset, FlushAsyncLoading=0.007372ms, FlushStreamingFunc=0.004131ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.103846ms, TagPackageExports=0.051331ms, BeginCacheForCookedPlatformData=0.034519ms, SerializeImports=0.055756ms, GatherLocalizableTextData=0.005312ms, MarkNames=0.005607ms, SerializeSummary=0.013866ms, SerializeNames=0.020061ms, SerializeGatherableTextData=0.003245ms, BuildExportMap=0.014160ms, SortExportsNonSeekfree=0.007082ms, SortExportsSeekfreeConstructor=0.016522ms, SortExportsSeekfreeInner=0.286162ms, SortExportsSeekfree=0.005607ms, BuildDependencyMap=0.008851ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.004128ms, SerializeDependencyMap=0.003539ms, SerializeStringAssetReferenceMap=0.003543ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015635ms, SerializeExports=0.072870ms, SerializeBulkData=0.013866ms, AsyncWrite=0.082605ms, UnaccountedTime=0.243686ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_161, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_95D01D314436990422EF30A4E4FA2__46E2AED2A81ED6B64F3964AA6EE191CA52DD1634, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.011507ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_95D01D314436990422EF30A4E4FA2__46E2AED2A81ED6B64F3964AA6EE191CA52DD1634, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=3565 bytes, Retrieved=true, Duration=0.107683ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_95D01D314436990422EF30A4E4FA2__9A38B2F617A79EF17C1CB578F9AD55BBF0BC16C0, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.048678ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_90, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultWhiteGrid.uasset, FlushAsyncLoading=0.005901ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.066970ms, TagPackageExports=0.047203ms, BeginCacheForCookedPlatformData=0.032749ms, SerializeImports=0.047792ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.002950ms, SerializeSummary=0.007078ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.007670ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.140134ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005014ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.045728ms, SerializeBulkData=0.011504ms, AsyncWrite=0.053398ms, UnaccountedTime=0.115938ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_91, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultPhysicalMaterial.uasset, FlushAsyncLoading=0.005901ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002362ms, ResetLoadersForSaveUnMarkAllObjects=0.063427ms, TagPackageExports=0.008259ms, BeginCacheForCookedPlatformData=0.002362ms, SerializeImports=0.010327ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003543ms, SerializeSummary=0.005901ms, SerializeNames=0.009146ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.006195ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.032157ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.004422ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009734ms, SerializeExports=0.005607ms, SerializeBulkData=0.006195ms, AsyncWrite=0.049561ms, UnaccountedTime=0.088505ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_92, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/RobotoTiny.uasset, FlushAsyncLoading=0.005901ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.079654ms, TagPackageExports=0.032745ms, BeginCacheForCookedPlatformData=0.005901ms, SerializeImports=0.040714ms, GatherLocalizableTextData=0.005014ms, MarkNames=0.006489ms, SerializeSummary=0.009146ms, SerializeNames=0.041302ms, SerializeGatherableTextData=0.004131ms, BuildExportMap=0.017993ms, SortExportsNonSeekfree=0.010919ms, SortExportsSeekfreeConstructor=0.012096ms, SortExportsSeekfreeInner=0.177007ms, SortExportsSeekfree=0.005901ms, BuildDependencyMap=0.008557ms, SerializeImportMap=0.013571ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.003539ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014164ms, SerializeExports=0.848167ms, SerializeBulkData=6.551117ms, AsyncWrite=0.125676ms, UnaccountedTime=0.087030ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_93, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorBlueprintResources/StandardMacros.uasset, FlushAsyncLoading=0.008851ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.102960ms, TagPackageExports=31.656946ms, BeginCacheForCookedPlatformData=0.011504ms, SerializeImports=0.029799ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.005014ms, SerializeSummary=0.010028ms, SerializeNames=0.012983ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.015046ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.008848ms, SortExportsSeekfreeInner=0.126269ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.007965ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013866ms, SerializeExports=0.010028ms, SerializeBulkData=0.007376ms, AsyncWrite=0.078179ms, UnaccountedTime=0.097945ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_94, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/BasicShapeMaterial.uasset, FlushAsyncLoading=0.008557ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.111222ms, TagPackageExports=0.376735ms, BeginCacheForCookedPlatformData=0.005901ms, SerializeImports=0.407122ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.004131ms, SerializeSummary=0.008259ms, SerializeNames=0.073459ms, SerializeGatherableTextData=0.002656ms, BuildExportMap=0.014752ms, SortExportsNonSeekfree=0.009146ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.665557ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.008259ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.003245ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.679716ms, SerializeBulkData=0.013277ms, AsyncWrite=0.155769ms, UnaccountedTime=0.087325ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_95, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Sphere.uasset, FlushAsyncLoading=0.009440ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.145737ms, TagPackageExports=0.049856ms, BeginCacheForCookedPlatformData=0.004131ms, SerializeImports=0.064906ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.004720ms, SerializeSummary=0.008553ms, SerializeNames=0.030387ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.018291ms, SortExportsNonSeekfree=0.007965ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.666738ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.009146ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017110ms, SerializeExports=0.109747ms, SerializeBulkData=0.010617ms, AsyncWrite=0.076115ms, UnaccountedTime=0.080537ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_162, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.25-16.58.56, HierarchicalDDC, Duration=0.009440ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.25-16.58.56, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.140134ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
