DDCTransactionId0A855BE446F765509920C7AD9372958E_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.12-19.05.59, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.131680ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/MineRush/Meshes/Lampbert.uasset, AllOfLoadPackage_Duration=0.479989ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001475ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.023894ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008259ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.669979ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_179, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Meshes/Lampbert.uasset, FlushAsyncLoading=0.008263ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.056643ms, TagPackageExports=0.005603ms, BeginCacheForCookedPlatformData=0.002362ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/MineRush/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=0.025962ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006489ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.016224ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015933ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.819272ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_180, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Meshes/CubeMaterial.uasset, FlushAsyncLoading=0.006195ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.154588ms, TagPackageExports=0.366114ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.406235ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.003539ms, SerializeSummary=0.009146ms, SerializeNames=0.062544ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.010621ms, SortExportsNonSeekfree=0.006195ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.640478ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.007372ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001773ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020944ms, SerializeExports=0.651985ms, SerializeBulkData=0.011209ms, AsyncWrite=0.124495ms, UnaccountedTime=0.078477ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_192, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_B1__F8E02DD8B7CCEAA50F812C4173B3077F34DFC2FA, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Retrieved=false, Duration=0.779726ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_193, CachedDataProbablyExists, Parent=DDCTransactionId0A855BE446F765509920C7AD9372958E_192, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.760548ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_15, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_B1__F8E02DD8B7CCEAA50F812C4173B3077F34DFC2FA, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.082605ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_194, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_9ECCE9554329726FC__D1651F9D49927059A2C0BFA74694BAF601D643A3, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Retrieved=false, Duration=0.882395ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_195, CachedDataProbablyExists, Parent=DDCTransactionId0A855BE446F765509920C7AD9372958E_194, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.866756ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_196, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9ECCE9554329726FCCE36CBA0380293__90E166A43D400A1C141CF5AAB7017D3BD6CFBC94, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Retrieved=false, Duration=0.302982ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_197, CachedDataProbablyExists, Parent=DDCTransactionId0A855BE446F765509920C7AD9372958E_196, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.284098ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/MineRush/Meshes/A_MR_rock_test.uasset, AllOfLoadPackage_Duration=29.204179ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007078ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.144556ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017993ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.359536ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_181, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Meshes/A_MR_rock_test.uasset, FlushAsyncLoading=0.014160ms, FlushStreamingFunc=0.005014ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.282038ms, TagPackageExports=0.095289ms, BeginCacheForCookedPlatformData=0.007965ms, SerializeImports=0.084374ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.004426ms, SerializeSummary=0.010032ms, SerializeNames=0.030089ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.017997ms, SortExportsNonSeekfree=0.009146ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.417445ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.008259ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016816ms, SerializeExports=0.092342ms, SerializeBulkData=0.011209ms, AsyncWrite=0.080537ms, UnaccountedTime=0.077590ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_16, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_B1__F8E02DD8B7CCEAA50F812C4173B3077F34DFC2FA, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084080ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_17, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_B1__F8E02DD8B7CCEAA50F812C4173B3077F34DFC2FA, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Duration=0.100009ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_18, CachedDataProbablyExists, Parent=DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_17, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.079066ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_25, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_9ECCE9554329726FC__D1651F9D49927059A2C0BFA74694BAF601D643A3, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097647ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_33, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9ECCE9554329726FCCE36CBA0380293__90E166A43D400A1C141CF5AAB7017D3BD6CFBC94, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.192352ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_26, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_9ECCE9554329726FC__D1651F9D49927059A2C0BFA74694BAF601D643A3, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Duration=0.089392ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_27, CachedDataProbablyExists, Parent=DDCTransactionId686CA0594DAED070154B62A5F19F1B05_26, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.070509ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_34, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9ECCE9554329726FCCE36CBA0380293__90E166A43D400A1C141CF5AAB7017D3BD6CFBC94, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Duration=0.068739ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_35, CachedDataProbablyExists, Parent=DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_34, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055168ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_198, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_12__9CE34F71EB6A6DA3444B52BA59F79852A4C2A6E7, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Retrieved=false, Duration=0.278495ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_199, CachedDataProbablyExists, Parent=DDCTransactionId0A855BE446F765509920C7AD9372958E_198, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.263449ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_19, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_12__9CE34F71EB6A6DA3444B52BA59F79852A4C2A6E7, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104140ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_200, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_607D6798462563273__D761232256DE4845587F2BB0D457A56BEA50D4CE, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Retrieved=false, Duration=0.265218ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_201, CachedDataProbablyExists, Parent=DDCTransactionId0A855BE446F765509920C7AD9372958E_200, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.249881ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_202, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_607D6798462563273274F69CBC9FFDA__9603068C2214487C632D76373E8778B0062A14D3, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Retrieved=false, Duration=0.497397ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_203, CachedDataProbablyExists, Parent=DDCTransactionId0A855BE446F765509920C7AD9372958E_202, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.483826ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/MineRush/Meshes/A_MR_gold_test.uasset, AllOfLoadPackage_Duration=26.816025ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006784ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.139542ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.020947ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.945140ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_182, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Meshes/A_MR_gold_test.uasset, FlushAsyncLoading=0.012685ms, FlushStreamingFunc=0.005309ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.289705ms, TagPackageExports=0.087619ms, BeginCacheForCookedPlatformData=0.007082ms, SerializeImports=0.106499ms, GatherLocalizableTextData=0.005607ms, MarkNames=0.007078ms, SerializeSummary=0.012983ms, SerializeNames=0.045728ms, SerializeGatherableTextData=0.004426ms, BuildExportMap=0.022124ms, SortExportsNonSeekfree=0.012685ms, SortExportsSeekfreeConstructor=0.013277ms, SortExportsSeekfreeInner=0.664964ms, SortExportsSeekfree=0.007082ms, BuildDependencyMap=0.013866ms, SerializeImportMap=0.005901ms, SerializeExportMap=0.004426ms, SerializeDependencyMap=0.003837ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.027142ms, SerializeExports=0.139248ms, SerializeBulkData=0.014454ms, AsyncWrite=0.102960ms, UnaccountedTime=0.096470ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_20, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_12__9CE34F71EB6A6DA3444B52BA59F79852A4C2A6E7, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089392ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_21, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_12__9CE34F71EB6A6DA3444B52BA59F79852A4C2A6E7, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Duration=0.105616ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_22, CachedDataProbablyExists, Parent=DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_21, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084668ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_19, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_607D6798462563273274F69CBC9FFDA__9603068C2214487C632D76373E8778B0062A14D3, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.115056ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_28, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_607D6798462563273__D761232256DE4845587F2BB0D457A56BEA50D4CE, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097942ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_20, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_607D6798462563273274F69CBC9FFDA__9603068C2214487C632D76373E8778B0062A14D3, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Duration=0.105321ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_21, CachedDataProbablyExists, Parent=DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_20, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085551ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_29, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_607D6798462563273__D761232256DE4845587F2BB0D457A56BEA50D4CE, StartTime=2015.11.12-19.06.06, HierarchicalDDC, Duration=0.095882ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_30, CachedDataProbablyExists, Parent=DDCTransactionId686CA0594DAED070154B62A5F19F1B05_29, StartTime=2015.11.12-19.06.06, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076409ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/MineRush/Meshes/1M_Cube.uasset, AllOfLoadPackage_Duration=6.031003ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002656ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.082016ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010327ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.668213ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_183, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Meshes/1M_Cube.uasset, FlushAsyncLoading=0.015639ms, FlushStreamingFunc=0.004128ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.067264ms, TagPackageExports=0.006787ms, BeginCacheForCookedPlatformData=0.002652ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_204, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_46__C366C8BE2429AB7D4D4761AB4A8AC3AE491C603A, StartTime=2015.11.12-19.06.06, HierarchicalDDC, DataSize=21377 bytes, Retrieved=true, Duration=0.228930ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_205, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_75170D5144485F4915797E9634BFCC3__0C66C62C902C58ACD93952BE7E1F58C2C4F4B330, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=13572 bytes, Retrieved=true, Duration=0.218607ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_206, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_75170D5144485F491__66E3D40E061449CC03F87D58712A68F0A9103BB4, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=5257 bytes, Retrieved=true, Duration=0.109158ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_207, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE00E67C0__6C28CE03A5C1E33886F013C2BED44AFCE11A3124, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=514284 bytes, Retrieved=true, Duration=1.390409ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_208, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE00E67C0__19393E45F868C3F326DDBC7436BCBAA6A04B5C26, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=386908 bytes, Retrieved=true, Duration=1.113977ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_209, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE00E67C0__C08A1973F3D0A6F310BEBD500428A54AD81CE26F, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=500487 bytes, Retrieved=true, Duration=1.445282ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_210, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE00E67C0__D868F222013716FCAE9C4BA9F9B54A7BED6D3F0D, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=376635 bytes, Retrieved=true, Duration=0.879738ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_211, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf733C4DD6__529E6D0B2619C7B75659EEDAFA8F2BE70B89F065, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=141545 bytes, Retrieved=true, Duration=0.430431ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_212, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf733C4DD6__D1BB83477E7138E81A74231F403025228F5604C7, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=109707 bytes, Retrieved=true, Duration=0.310648ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_213, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_DC__C235E05409BAEDCAD6E66305E6E070759344EE91, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=67989 bytes, Retrieved=true, Duration=0.438690ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_214, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DD2665D4241D3F9F7C1BF8F4380F21__EDB432833A407B713943E4B300EFBDC039AE83ED, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=26404 bytes, Retrieved=true, Duration=0.254303ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_215, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_0DD2665D4241D3F9F__64D46849A666249511B2127F236718710A5B9E8F, StartTime=2015.11.12-19.06.07, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.100896ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
