DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.25-16.39.43, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.998627ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_175, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Core/MineGames.uasset, FlushAsyncLoading=0.011209ms, FlushStreamingFunc=0.004131ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.148982ms, TagPackageExports=8.946642ms, BeginCacheForCookedPlatformData=0.018291ms, SerializeImports=0.395026ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.025079ms, SerializeSummary=0.010915ms, SerializeNames=0.083487ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.246339ms, SortExportsNonSeekfree=0.566430ms, SortExportsSeekfreeConstructor=0.010032ms, SortExportsSeekfreeInner=3.758203ms, SortExportsSeekfree=0.005014ms, BuildDependencyMap=0.036582ms, SerializeImportMap=0.010028ms, SerializeExportMap=0.014752ms, SerializeDependencyMap=0.004720ms, SerializeStringAssetReferenceMap=0.002358ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014752ms, SerializeExports=0.098240ms, SerializeBulkData=0.010032ms, AsyncWrite=0.080835ms, UnaccountedTime=0.120956ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_187, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0AAFF40B4FAB7203B4020BAE163CCAEB__1_0_13123_0, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=0.096764ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_188, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4A50E68449DA60D60F453A96AE02A9EF__1_0_13123_0, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=411 bytes, Retrieved=true, Duration=0.074051ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_189, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F6B1D2D0417118DA60DDC7A62F5BCB81__1_0_13123_0, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=0.127446ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_190, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8FA5EBB1423C9BE31CF6A9B803421839__1_0_13123_0, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=0.075229ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
../../../Engine/Content/Maps/Entry.umap, AllOfLoadPackage_Duration=20.238072ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000592ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006489ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.034813ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.185266ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=22.404078ms, SaveCookedPackage_HitCount=2, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_176, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/Maps/Entry.umap, FlushAsyncLoading=0.009440ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.254598ms, TagPackageExports=0.202678ms, BeginCacheForCookedPlatformData=0.006784ms, SerializeImports=0.205923ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.012685ms, SerializeSummary=0.010028ms, SerializeNames=0.055466ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.073165ms, SortExportsNonSeekfree=0.098240ms, SortExportsSeekfreeConstructor=0.008848ms, SortExportsSeekfreeInner=4.873365ms, SortExportsSeekfree=0.009440ms, BuildDependencyMap=0.024486ms, SerializeImportMap=0.005901ms, SerializeExportMap=0.005603ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015635ms, SerializeExports=0.137772ms, SerializeBulkData=0.011507ms, AsyncWrite=0.075527ms, UnaccountedTime=0.097353ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_191, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___9FBDDF4EB276B8BA831B407333B50058434512F0, StartTime=2015.11.25-16.39.50, HierarchicalDDC, Duration=0.011209ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId51467AE04D4FA1DF0FEB91AA36C822A0_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___9FBDDF4EB276B8BA831B407333B50058434512F0, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=7175 bytes, Retrieved=true, Duration=0.150755ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId1E7C65784AF177B0A1C8528AA8BF553F_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___037856683106E4241EAD8BEE93431A83B08125FA, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=8.138597ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId496C5B3F42F02F9C40EFE4A4B9EEB72A_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___3D141379DF2D9F7B91E53461EF61C5C490A5CA9E, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=1.928225ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionIdA55BA7484FFA7E523ADD7F906D4E30A4_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___38C5FF9F221EECA031284DB671BE97419303D3FF, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.677943ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
SavePackageTransactionId3B7B0995460A0F3A1862BA841A87ECDB_177, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultNormal.uasset, FlushAsyncLoading=0.016816ms, FlushStreamingFunc=0.007082ms, BlockTillAllRequestsFinished=0.005309ms, ResetLoadersForSaveUnMarkAllObjects=0.256371ms, TagPackageExports=0.081424ms, BeginCacheForCookedPlatformData=0.034515ms, SerializeImports=0.054874ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.004131ms, SerializeSummary=0.009440ms, SerializeNames=0.019766ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009734ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010915ms, SortExportsSeekfreeInner=0.157539ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.007372ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021536ms, SerializeExports=0.054874ms, SerializeBulkData=0.347529ms, AsyncWrite=0.976797ms, UnaccountedTime=0.382341ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionIdA55BA7484FFA7E523ADD7F906D4E30A4_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___583274C5548641E4D316B5211CA80ED9EBB46352, StartTime=2015.11.25-16.39.50, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=1.486290ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_192, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE00E67C0__6C28CE03A5C1E33886F013C2BED44AFCE11A3124, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=514284 bytes, Retrieved=true, Duration=1.393359ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_193, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE00E67C0__19393E45F868C3F326DDBC7436BCBAA6A04B5C26, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=386908 bytes, Retrieved=true, Duration=1.077693ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_194, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE33E1924__495E70295F436ED54D35C237F2CC3EED9DA91B4C, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=98571 bytes, Retrieved=true, Duration=0.436623ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_195, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_194, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124793ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_196, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_194, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.213593ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_197, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE33E1924__EE04AD0BE4CA32F2C76F91B2E6834AB0791F169D, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=65241 bytes, Retrieved=true, Duration=0.333074ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_198, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_197, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093225ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_199, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_197, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.156064ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_200, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf488741CC__61F16AE3639BE96130D3CBA983AAFFAC345B37AE, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=308992 bytes, Retrieved=true, Duration=0.559941ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_201, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_200, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069033ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_202, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_200, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.279672ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_203, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf488741CC__512EB77CCDD85A3B8E6B2B8B132A6F872AF04C2A, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=210156 bytes, Retrieved=true, Duration=0.549320ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_204, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_203, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.110336ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_205, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_203, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.277314ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_206, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3E52472A__DB585892277229582C61E1953204CBD818C65ABF, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=117087 bytes, Retrieved=true, Duration=0.375852ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_207, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_206, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.086442ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_208, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_206, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.191469ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_209, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3E52472A__EFC3977C943DF922390BD58150F8884640DF67EE, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=79814 bytes, Retrieved=true, Duration=0.367884ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_210, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_209, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.095289ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_211, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_209, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.191171ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_212, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf26001E8C__F731B5F5A10E68A201DA0B9E5F26B407565B67C2, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=154699 bytes, Retrieved=true, Duration=0.423051ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_213, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_212, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078473ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_214, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_212, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.220969ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_215, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf26001E8C__6A799B88220B192966D79A91F307A389AA3386B8, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=120983 bytes, Retrieved=true, Duration=0.389718ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_216, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_215, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.079654ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_217, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_215, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.207987ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_218, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_07__71BB347C2502EF905A50855F729C1B4F15EE5767, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=225441 bytes, Retrieved=true, Duration=0.513032ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_219, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_218, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084080ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_220, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_218, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.265516ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_221, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_7D627C594FF77477B__1FE00DEFDBBD5F60FF009094CB72B1FD0049F76C, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=2461 bytes, Retrieved=true, Duration=0.202380ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_222, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_221, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063132ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_223, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_221, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.111222ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_224, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7D627C594FF77477B13E05854D460E1__BEE47CC375F52D184F9AA32A62EF0A40A823EE7E, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=79538 bytes, Retrieved=true, Duration=0.277318ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_225, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_224, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058413ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_226, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_224, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143673ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_227, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_46__C366C8BE2429AB7D4D4761AB4A8AC3AE491C603A, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=21377 bytes, Retrieved=true, Duration=0.200611ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_228, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_75170D5144485F4915797E9634BFCC3__0C66C62C902C58ACD93952BE7E1F58C2C4F4B330, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=13572 bytes, Retrieved=true, Duration=0.155471ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_229, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_75170D5144485F491__66E3D40E061449CC03F87D58712A68F0A9103BB4, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=5257 bytes, Retrieved=true, Duration=0.099126ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_230, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C9838BB64EB04ECC7D279C869E4A8108__1_0_13123_0, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.283808ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_231, CachedDataProbablyExists, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_230, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.125088ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_232, GetCachedData, Parent=DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_230, StartTime=2015.11.25-16.39.51, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.127152ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_233, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_33__C39723F3102A242FA72196E9DC6854B4FFFF3F21, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=276593 bytes, Retrieved=true, Duration=1.681887ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_234, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBA33F650__06C1FBD2ADFA543DFC9610B08D865C2504C59CEA, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=25184 bytes, Retrieved=true, Duration=0.174943ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_235, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBA33F650__A5F427A4E4D0ADA5D951D0AB4F307E45F9BF9014, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=16657 bytes, Retrieved=true, Duration=0.133939ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
DDCTransactionId60BEA9EC42E86A80BBF1EF820E18639C_236, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf09DC5151__75BAAC30D18C46A01540271404BEC301296705D0, StartTime=2015.11.25-16.39.51, HierarchicalDDC, DataSize=82008 bytes, Retrieved=true, Duration=0.397682ms, RunGuid=RunID0C4041464C1BD735962C4BB99B47DFC5
