DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.26-10.52.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.898618ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_223, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Meshes/Lampbert.uasset, FlushAsyncLoading=0.010621ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.104439ms, TagPackageExports=0.005901ms, BeginCacheForCookedPlatformData=0.002358ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/Watch_Roughness.uasset, AllOfLoadPackage_Duration=0.499755ms, AllOfLoadPackage_HitCount=18, ResolveRedirectors_Duration=0.002064ms, ResolveRedirectors_HitCount=18, CacheForCookedPlatformData_Duration=2.234451ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053104ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.082605ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.729777ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_363, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC21901E42236CF21CF163A172C29__9EE96765572B4DF94B1C6BABDE437C046E19FE3D, StartTime=2015.11.26-10.52.49, HierarchicalDDC, Duration=0.091750ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_364, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_363, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.074346ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC21901E42236CF21CF163A172C29__9EE96765572B4DF94B1C6BABDE437C046E19FE3D, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.242501ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_41, CachedDataProbablyExists, Parent=DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_40, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.065200ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_42, GetCachedData, Parent=DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_40, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.142492ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC21901E42236CF21CF163A172C29__3CCDE5185E60027E59A4B6324B031441219538D9, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=1.141120ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_32, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC21901E42236CF21CF163A172C29__BAA9A20EDC5DD387D167C54B3A348785D32D8DE8, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.526011ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_33, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC21901E42236CF21CF163A172C29__273B4718BEAB58B19B27AD8C317C2F69597E19EB, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.424232ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_48, CachedDataProbablyExists, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_47, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066083ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_33, CachedDataProbablyExists, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_32, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085555ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_34, CachedDataProbablyExists, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_33, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094108ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_49, GetCachedData, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_47, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.690632ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_34, GetCachedData, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_32, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.304751ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_35, GetCachedData, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_33, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.263155ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC21901E42236CF21CF163A172C29__08EEDCC0AAE09F175B1A804CF9DDA97ADE57FACE, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.334550ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_37, CachedDataProbablyExists, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_36, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085849ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_38, GetCachedData, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_36, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.200611ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_224, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/Watch_Roughness.uasset, FlushAsyncLoading=0.015046ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.280853ms, TagPackageExports=0.048086ms, BeginCacheForCookedPlatformData=0.035401ms, SerializeImports=0.056349ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.003539ms, SerializeSummary=0.009738ms, SerializeNames=0.013273ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.010323ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.011802ms, SortExportsSeekfreeInner=0.166092ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.007376ms, SerializeImportMap=0.005312ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015046ms, SerializeExports=0.050742ms, SerializeBulkData=0.247221ms, AsyncWrite=0.476155ms, UnaccountedTime=0.215363ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/SkullGas1Mask.uasset, AllOfLoadPackage_Duration=0.220671ms, AllOfLoadPackage_HitCount=9, ResolveRedirectors_Duration=0.000883ms, ResolveRedirectors_HitCount=9, CacheForCookedPlatformData_Duration=1.060873ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.058707ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.079066ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.518546ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_365, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B8B2000449C9CAC43E1C8A095D7A__02F4DC53D61A02EA3C4BDFC58772EAAE1F671707, StartTime=2015.11.26-10.52.49, HierarchicalDDC, Duration=0.107091ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_366, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_365, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085555ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B8B2000449C9CAC43E1C8A095D7A__02F4DC53D61A02EA3C4BDFC58772EAAE1F671707, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=3860 bytes, Retrieved=true, Duration=0.277612ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_40, CachedDataProbablyExists, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_39, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066966ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_41, GetCachedData, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_39, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.178188ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B8B2000449C9CAC43E1C8A095D7A__85B1A467F8D31D01CDD136ADDBFC343822D22716, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.349302ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B8B2000449C9CAC43E1C8A095D7A__FFD802C18B844E45DDFB400B4BE254F9FFC69AE6, StartTime=2015.11.26-10.52.49, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.356082ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_51, CachedDataProbablyExists, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_50, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085849ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_45, CachedDataProbablyExists, Parent=DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_44, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091162ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_52, GetCachedData, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_50, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.193823ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_46, GetCachedData, Parent=DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_44, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.203267ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_225, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/SkullGas1Mask.uasset, FlushAsyncLoading=0.015635ms, FlushStreamingFunc=0.005607ms, BlockTillAllRequestsFinished=0.005014ms, ResetLoadersForSaveUnMarkAllObjects=0.333957ms, TagPackageExports=0.078179ms, BeginCacheForCookedPlatformData=0.054285ms, SerializeImports=0.079062ms, GatherLocalizableTextData=0.005018ms, MarkNames=0.005603ms, SerializeSummary=0.012688ms, SerializeNames=0.020649ms, SerializeGatherableTextData=0.003539ms, BuildExportMap=0.014752ms, SortExportsNonSeekfree=0.006489ms, SortExportsSeekfreeConstructor=0.015341ms, SortExportsSeekfreeInner=0.262860ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.009734ms, SerializeImportMap=0.005901ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.003833ms, SerializeStringAssetReferenceMap=0.003837ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021242ms, SerializeExports=0.077587ms, SerializeBulkData=0.028912ms, AsyncWrite=0.096176ms, UnaccountedTime=0.182021ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_367, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA29AE21A__57345A2623CAD01EBAEB974886820719E7465444, StartTime=2015.11.26-10.52.49, HierarchicalDDC, Retrieved=false, Duration=0.107974ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_368, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_367, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.087325ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_369, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA29AE21A__6CE9F88599534F3C32C1C34BFB111F5C35FD5E2F, StartTime=2015.11.26-10.52.49, HierarchicalDDC, Retrieved=false, Duration=0.106208ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_370, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_369, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090275ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/M_MR_Stone.uasset, AllOfLoadPackage_Duration=6.371453ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009734ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.071097ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021540ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.770094ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_226, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/M_MR_Stone.uasset, FlushAsyncLoading=0.010621ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.216246ms, TagPackageExports=0.039533ms, BeginCacheForCookedPlatformData=0.005312ms, SerializeImports=0.060476ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.004426ms, SerializeSummary=0.009146ms, SerializeNames=0.028025ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.016224ms, SortExportsNonSeekfree=0.016227ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.352841ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015635ms, SerializeExports=0.037171ms, SerializeBulkData=0.008557ms, AsyncWrite=0.053693ms, UnaccountedTime=0.067264ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/M_MR_Rock3.uasset, AllOfLoadPackage_Duration=0.039533ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005607ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059005ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016522ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.566533ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_227, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/M_MR_Rock3.uasset, FlushAsyncLoading=0.009146ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.225391ms, TagPackageExports=0.012096ms, BeginCacheForCookedPlatformData=0.003245ms, SerializeImports=0.019766ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.004426ms, SerializeSummary=0.007082ms, SerializeNames=0.020944ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.010028ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.281446ms, SortExportsSeekfree=0.004422ms, BuildDependencyMap=0.006493ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018589ms, SerializeExports=0.012979ms, SerializeBulkData=0.007670ms, AsyncWrite=0.053991ms, UnaccountedTime=0.062838ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/M_MR_Rock2.uasset, AllOfLoadPackage_Duration=0.044253ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004128ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.045728ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011507ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.557093ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_228, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/M_MR_Rock2.uasset, FlushAsyncLoading=0.010327ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.248697ms, TagPackageExports=0.012096ms, BeginCacheForCookedPlatformData=0.003245ms, SerializeImports=0.020653ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.004426ms, SerializeSummary=0.007376ms, SerializeNames=0.021536ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.010621ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.007670ms, SortExportsSeekfreeInner=0.284988ms, SortExportsSeekfree=0.004128ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017110ms, SerializeExports=0.012688ms, SerializeBulkData=0.007078ms, AsyncWrite=0.051335ms, UnaccountedTime=0.065789ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/M_MR_Rock1.uasset, AllOfLoadPackage_Duration=0.035401ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008851ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033632ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017408ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.476758ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_229, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/M_MR_Rock1.uasset, FlushAsyncLoading=0.008263ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.223622ms, TagPackageExports=0.275545ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.318617ms, GatherLocalizableTextData=0.004128ms, MarkNames=0.006199ms, SerializeSummary=0.007670ms, SerializeNames=0.084076ms, SerializeGatherableTextData=0.003543ms, BuildExportMap=0.043366ms, SortExportsNonSeekfree=0.027731ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.706855ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.010032ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.003245ms, SerializeDependencyMap=0.002656ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019766ms, SerializeExports=0.459634ms, SerializeBulkData=0.010621ms, AsyncWrite=0.095878ms, UnaccountedTime=0.083197ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_371, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA8ACB41B__776D9BFD53205D489B36519F2B72A9DBB6BA6016, StartTime=2015.11.26-10.52.49, HierarchicalDDC, Retrieved=false, Duration=0.112403ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_372, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_371, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091162ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_373, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA8ACB41B__6BAD81EAC092FD6DB59EE3C00DB6EA7CEF6714D1, StartTime=2015.11.26-10.52.49, HierarchicalDDC, Retrieved=false, Duration=0.079356ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_374, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_373, StartTime=2015.11.26-10.52.49, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060182ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
