DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.26-10.51.30, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.848759ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/2.uasset, AllOfLoadPackage_Duration=0.052512ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008259ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044547ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016816ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.797147ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_217, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/2.uasset, FlushAsyncLoading=0.012390ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.140723ms, TagPackageExports=0.370540ms, BeginCacheForCookedPlatformData=0.005901ms, SerializeImports=0.412136ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.004422ms, SerializeSummary=0.009146ms, SerializeNames=0.071101ms, SerializeGatherableTextData=0.002950ms, BuildExportMap=0.017405ms, SortExportsNonSeekfree=0.009738ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.654936ms, SortExportsSeekfree=0.004128ms, BuildDependencyMap=0.008557ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002656ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019766ms, SerializeExports=0.667028ms, SerializeBulkData=0.011802ms, AsyncWrite=0.127152ms, UnaccountedTime=0.078768ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_317, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf751B5C54__4B4A6EEE777C5921B119677DCA552F942B997301, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=92504 bytes, Retrieved=true, Duration=4.185978ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_318, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_317, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.297379ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_319, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_317, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.792722ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_320, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf751B5C54__3945D39A4293D381E322D359AA5C55864011C1AE, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=60866 bytes, Retrieved=true, Duration=3.752008ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_321, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_320, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.274658ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_322, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_320, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.402416ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/03_-_Default.uasset, AllOfLoadPackage_Duration=17.413002ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009146ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053398ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016816ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.069047ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_218, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/03_-_Default.uasset, FlushAsyncLoading=0.013273ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.005014ms, ResetLoadersForSaveUnMarkAllObjects=0.172291ms, TagPackageExports=0.251353ms, BeginCacheForCookedPlatformData=0.005603ms, SerializeImports=0.287347ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.003833ms, SerializeSummary=0.010032ms, SerializeNames=0.052217ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.011802ms, SortExportsNonSeekfree=0.006489ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.533685ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.007078ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014458ms, SerializeExports=0.428952ms, SerializeBulkData=0.010915ms, AsyncWrite=0.095882ms, UnaccountedTime=0.085849ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_323, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_70__AE4BAC871ABD901FB8D57505725AF0C2AED3BF90, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=37497 bytes, Retrieved=true, Duration=0.278201ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_324, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_05A1D3A745BE299E3E27C8974CF8CEB__A39BD7F1F58A0C8C25129C734ECF1023B5025CED, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=36220 bytes, Retrieved=true, Duration=0.243682ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_325, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_05A1D3A745BE299E3__02B5269A72B82B77C8858C58BDE7E4A854A80CE3, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=6697 bytes, Retrieved=true, Duration=0.105027ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_326, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_DC__C235E05409BAEDCAD6E66305E6E070759344EE91, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=67989 bytes, Retrieved=true, Duration=0.454914ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_327, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DD2665D4241D3F9F7C1BF8F4380F21__EDB432833A407B713943E4B300EFBDC039AE83ED, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=26404 bytes, Retrieved=true, Duration=0.246633ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_328, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_0DD2665D4241D3F9F__64D46849A666249511B2127F236718710A5B9E8F, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.105321ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_329, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf733C4DD6__529E6D0B2619C7B75659EEDAFA8F2BE70B89F065, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=141545 bytes, Retrieved=true, Duration=0.392370ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_330, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf733C4DD6__D1BB83477E7138E81A74231F403025228F5604C7, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=109707 bytes, Retrieved=true, Duration=0.320684ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_331, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE33E1924__495E70295F436ED54D35C237F2CC3EED9DA91B4C, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=98571 bytes, Retrieved=true, Duration=0.432197ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_332, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_331, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.087917ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_333, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_331, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.246633ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_334, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE33E1924__EE04AD0BE4CA32F2C76F91B2E6834AB0791F169D, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=65241 bytes, Retrieved=true, Duration=4.736181ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_335, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_334, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.473499ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_336, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_334, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=4.188929ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Stuff/Teleport.uasset, AllOfLoadPackage_Duration=523.391344ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.089094ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003245ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050154ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.024490ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=2.891742ms, SaveCookedPackage_HitCount=2, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_219, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Stuff/Teleport.uasset, FlushAsyncLoading=0.012096ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003833ms, ResetLoadersForSaveUnMarkAllObjects=0.093818ms, TagPackageExports=0.011507ms, BeginCacheForCookedPlatformData=0.002652ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_220, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cylinder.uasset, FlushAsyncLoading=0.008557ms, FlushStreamingFunc=0.002656ms, BlockTillAllRequestsFinished=0.002064ms, ResetLoadersForSaveUnMarkAllObjects=0.115648ms, TagPackageExports=0.055760ms, BeginCacheForCookedPlatformData=0.004128ms, SerializeImports=0.072282ms, GatherLocalizableTextData=0.003539ms, MarkNames=0.004720ms, SerializeSummary=0.009146ms, SerializeNames=0.033632ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.019472ms, SortExportsNonSeekfree=0.007376ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.645492ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.008259ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013277ms, SerializeExports=0.103842ms, SerializeBulkData=0.010919ms, AsyncWrite=0.071686ms, UnaccountedTime=0.070807ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_337, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0946E40A__5F0F47A29986B0514A0C9A6D4EBBE2B8D5862373, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=102004 bytes, Retrieved=true, Duration=0.388533ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_338, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_337, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.072278ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_339, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_337, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.220377ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_340, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0946E40A__5A3874DE5147AE126C73346C4BB77CD4CE6871FB, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=67904 bytes, Retrieved=true, Duration=4.107796ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_341, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_340, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.300620ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_342, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_340, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.727816ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/PowerUps/SpeedPickup.uasset, AllOfLoadPackage_Duration=37.382904ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002358ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049267ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011504ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.832241ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_221, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/PowerUps/SpeedPickup.uasset, FlushAsyncLoading=0.013277ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.094112ms, TagPackageExports=0.011798ms, BeginCacheForCookedPlatformData=0.002656ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Pick_Ups/SpeedPickup.uasset, AllOfLoadPackage_Duration=0.155181ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.087325ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.023305ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.117712ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=13.088074ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_222, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Pick_Ups/SpeedPickup.uasset, FlushAsyncLoading=0.006784ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002064ms, ResetLoadersForSaveUnMarkAllObjects=0.458457ms, TagPackageExports=2.916232ms, BeginCacheForCookedPlatformData=0.012685ms, SerializeImports=0.274658ms, GatherLocalizableTextData=0.005312ms, MarkNames=0.020649ms, SerializeSummary=0.010915ms, SerializeNames=0.104439ms, SerializeGatherableTextData=0.002358ms, BuildExportMap=0.159308ms, SortExportsNonSeekfree=0.333957ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=3.644623ms, SortExportsSeekfree=0.007082ms, BuildDependencyMap=0.026550ms, SerializeImportMap=0.008263ms, SerializeExportMap=0.010028ms, SerializeDependencyMap=0.004131ms, SerializeStringAssetReferenceMap=0.002358ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022717ms, SerializeExports=0.104140ms, SerializeBulkData=0.010915ms, AsyncWrite=0.084966ms, UnaccountedTime=0.122726ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_343, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE48BABFA__0E31DC44F6522506E7E2454EE4C8046E8366B9FB, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=98912 bytes, Retrieved=true, Duration=0.397678ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_344, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_343, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081424ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_345, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_343, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.223327ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_346, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE48BABFA__19A0A8960854EF7B581476E26A369B749D0C3F22, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=64864 bytes, Retrieved=true, Duration=3.716901ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_347, CachedDataProbablyExists, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_346, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.138067ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_348, GetCachedData, Parent=DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_346, StartTime=2015.11.26-10.51.38, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.504492ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Pick_Ups/dynamitePickp.uasset, AllOfLoadPackage_Duration=42.819161ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=1.277123ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.137772ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.111222ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.203855ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=19.591101ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
SavePackageTransactionId2252C1A14C4FAEA7C99E798CADDB8733_223, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Pick_Ups/dynamitePickp.uasset, FlushAsyncLoading=0.013277ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.966769ms, TagPackageExports=5.900018ms, BeginCacheForCookedPlatformData=0.012979ms, SerializeImports=0.202380ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.018291ms, SerializeSummary=0.010327ms, SerializeNames=0.091452ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.146624ms, SortExportsNonSeekfree=0.146326ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=3.464367ms, SortExportsSeekfree=0.005312ms, BuildDependencyMap=0.023600ms, SerializeImportMap=0.007670ms, SerializeExportMap=0.007082ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020359ms, SerializeExports=0.076704ms, SerializeBulkData=0.010323ms, AsyncWrite=0.069033ms, UnaccountedTime=0.093814ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_349, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_46__C366C8BE2429AB7D4D4761AB4A8AC3AE491C603A, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=21377 bytes, Retrieved=true, Duration=0.255778ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_350, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_75170D5144485F4915797E9634BFCC3__0C66C62C902C58ACD93952BE7E1F58C2C4F4B330, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=13572 bytes, Retrieved=true, Duration=0.230704ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
DDCTransactionId56E163694D24CBB633DBE3A9AD6FFEFA_351, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_75170D5144485F491__66E3D40E061449CC03F87D58712A68F0A9103BB4, StartTime=2015.11.26-10.51.38, HierarchicalDDC, DataSize=5257 bytes, Retrieved=true, Duration=0.138659ms, RunGuid=RunID5EA4126D464CA3B2DDBD3BBDFCB8D9CA
