DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.17-19.23.34, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.874426ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, AllOfLoadPackage_Duration=0.042778ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005603ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042185ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015639ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.995191ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_196, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, FlushAsyncLoading=0.015635ms, FlushStreamingFunc=0.005607ms, BlockTillAllRequestsFinished=0.004720ms, ResetLoadersForSaveUnMarkAllObjects=0.197660ms, TagPackageExports=0.025075ms, BeginCacheForCookedPlatformData=0.004131ms, SerializeImports=0.048973ms, GatherLocalizableTextData=0.005014ms, MarkNames=0.008263ms, SerializeSummary=0.009734ms, SerializeNames=0.035696ms, SerializeGatherableTextData=0.002950ms, BuildExportMap=0.036877ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.307702ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.007965ms, SerializeImportMap=0.003543ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017997ms, SerializeExports=0.029206ms, SerializeBulkData=0.009146ms, AsyncWrite=0.057530ms, UnaccountedTime=0.065491ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPerson_AnimBP.uasset, AllOfLoadPackage_Duration=0.045434ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.322748ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.057824ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.434853ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=24.905212ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_197, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPerson_AnimBP.uasset, FlushAsyncLoading=0.013277ms, FlushStreamingFunc=0.004422ms, BlockTillAllRequestsFinished=0.006787ms, ResetLoadersForSaveUnMarkAllObjects=1.531720ms, TagPackageExports=8.955199ms, BeginCacheForCookedPlatformData=0.021536ms, SerializeImports=0.651982ms, GatherLocalizableTextData=0.007674ms, MarkNames=0.047199ms, SerializeSummary=0.020653ms, SerializeNames=0.242796ms, SerializeGatherableTextData=0.006195ms, BuildExportMap=0.332188ms, SortExportsNonSeekfree=0.951722ms, SortExportsSeekfreeConstructor=0.018585ms, SortExportsSeekfreeInner=1.920257ms, SortExportsSeekfree=0.008553ms, BuildDependencyMap=0.046909ms, SerializeImportMap=0.019178ms, SerializeExportMap=0.019763ms, SerializeDependencyMap=0.009146ms, SerializeStringAssetReferenceMap=0.004426ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.035696ms, SerializeExports=0.238962ms, SerializeBulkData=0.017703ms, AsyncWrite=0.120662ms, UnaccountedTime=0.147510ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPersonWalk.uasset, AllOfLoadPackage_Duration=0.056349ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005309ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.063136ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015341ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.399363ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_198, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPersonWalk.uasset, FlushAsyncLoading=0.012685ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.004720ms, ResetLoadersForSaveUnMarkAllObjects=0.207987ms, TagPackageExports=0.111811ms, BeginCacheForCookedPlatformData=0.007372ms, SerializeImports=0.139248ms, GatherLocalizableTextData=0.005901ms, MarkNames=0.007082ms, SerializeSummary=0.010915ms, SerializeNames=0.036582ms, SerializeGatherableTextData=0.004128ms, BuildExportMap=0.017997ms, SortExportsNonSeekfree=0.006489ms, SortExportsSeekfreeConstructor=0.012096ms, SortExportsSeekfreeInner=0.438690ms, SortExportsSeekfree=0.005309ms, BuildDependencyMap=0.007376ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002068ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015929ms, SerializeExports=0.085555ms, SerializeBulkData=0.009146ms, AsyncWrite=0.062540ms, UnaccountedTime=0.067856ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPersonRun.uasset, AllOfLoadPackage_Duration=0.030093ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004720ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039827ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.019763ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.203766ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_199, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPersonRun.uasset, FlushAsyncLoading=0.009734ms, FlushStreamingFunc=0.004724ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.177305ms, TagPackageExports=0.066970ms, BeginCacheForCookedPlatformData=0.005014ms, SerializeImports=0.073753ms, GatherLocalizableTextData=0.003539ms, MarkNames=0.004131ms, SerializeSummary=0.007670ms, SerializeNames=0.023011ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.010621ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.007965ms, SortExportsSeekfreeInner=0.309471ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.003837ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018291ms, SerializeExports=0.072278ms, SerializeBulkData=0.009146ms, AsyncWrite=0.063132ms, UnaccountedTime=0.104729ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPersonJump_Start.uasset, AllOfLoadPackage_Duration=0.054576ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000589ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006489ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.068150ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022124ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.952810ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_200, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPersonJump_Start.uasset, FlushAsyncLoading=0.014160ms, FlushStreamingFunc=0.005603ms, BlockTillAllRequestsFinished=0.004724ms, ResetLoadersForSaveUnMarkAllObjects=0.236306ms, TagPackageExports=0.092931ms, BeginCacheForCookedPlatformData=0.010621ms, SerializeImports=0.127740ms, GatherLocalizableTextData=0.006784ms, MarkNames=0.008263ms, SerializeSummary=0.013866ms, SerializeNames=0.043660ms, SerializeGatherableTextData=0.003837ms, BuildExportMap=0.020947ms, SortExportsNonSeekfree=0.007670ms, SortExportsSeekfreeConstructor=0.013866ms, SortExportsSeekfreeInner=0.638116ms, SortExportsSeekfree=0.007082ms, BuildDependencyMap=0.012685ms, SerializeImportMap=0.005603ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.004426ms, SerializeStringAssetReferenceMap=0.003837ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.032157ms, SerializeExports=0.120662ms, SerializeBulkData=0.014160ms, AsyncWrite=0.101484ms, UnaccountedTime=0.104140ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPersonJump_Loop.uasset, AllOfLoadPackage_Duration=0.058413ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006784ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.068150ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.020947ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.879351ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_201, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPersonJump_Loop.uasset, FlushAsyncLoading=0.014160ms, FlushStreamingFunc=0.005312ms, BlockTillAllRequestsFinished=0.005309ms, ResetLoadersForSaveUnMarkAllObjects=0.257548ms, TagPackageExports=0.088800ms, BeginCacheForCookedPlatformData=0.008851ms, SerializeImports=0.117414ms, GatherLocalizableTextData=0.006195ms, MarkNames=0.007082ms, SerializeSummary=0.012390ms, SerializeNames=0.039238ms, SerializeGatherableTextData=0.003245ms, BuildExportMap=0.017405ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.012096ms, SortExportsSeekfreeInner=0.551678ms, SortExportsSeekfree=0.007082ms, BuildDependencyMap=0.010915ms, SerializeImportMap=0.005309ms, SerializeExportMap=0.003837ms, SerializeDependencyMap=0.003837ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026256ms, SerializeExports=0.117712ms, SerializeBulkData=0.014752ms, AsyncWrite=0.095878ms, UnaccountedTime=0.110041ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPersonJump_End.uasset, AllOfLoadPackage_Duration=7.763039ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004720ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043076ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016816ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.036788ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_202, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPersonJump_End.uasset, FlushAsyncLoading=0.015341ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.167273ms, TagPackageExports=0.037171ms, BeginCacheForCookedPlatformData=0.003539ms, SerializeImports=0.052810ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.004720ms, SerializeSummary=0.010032ms, SerializeNames=0.023600ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.012390ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.317734ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.007965ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019174ms, SerializeExports=0.050746ms, SerializeBulkData=0.008848ms, AsyncWrite=0.064902ms, UnaccountedTime=0.109453ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Animations/ThirdPersonIdle.uasset, AllOfLoadPackage_Duration=0.061657ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005901ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.063427ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.020355ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.358457ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_203, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Animations/ThirdPersonIdle.uasset, FlushAsyncLoading=0.013277ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.004720ms, ResetLoadersForSaveUnMarkAllObjects=0.273183ms, TagPackageExports=0.159901ms, BeginCacheForCookedPlatformData=0.008259ms, SerializeImports=0.189401ms, GatherLocalizableTextData=0.006489ms, MarkNames=0.007376ms, SerializeSummary=0.011802ms, SerializeNames=0.035401ms, SerializeGatherableTextData=0.002950ms, BuildExportMap=0.017699ms, SortExportsNonSeekfree=0.005901ms, SortExportsSeekfreeConstructor=0.012390ms, SortExportsSeekfreeInner=0.666738ms, SortExportsSeekfree=0.009440ms, BuildDependencyMap=0.010621ms, SerializeImportMap=0.005607ms, SerializeExportMap=0.004426ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.027437ms, SerializeExports=0.212409ms, SerializeBulkData=0.017703ms, AsyncWrite=0.119776ms, UnaccountedTime=0.118300ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_223, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf557424F1__49306646AC3535DAED3A71B40946C9556D9F37AE, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=140662 bytes, Retrieved=true, Duration=6.112427ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_224, CachedDataProbablyExists, Parent=DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_223, StartTime=2015.11.17-19.23.43, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.178780ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_225, GetCachedData, Parent=DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_223, StartTime=2015.11.17-19.23.43, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=5.809449ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_226, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf557424F1__E6D93343200CDEFC10B6721FA6631BC3D1FE1A69, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=108972 bytes, Retrieved=true, Duration=5.771686ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_227, CachedDataProbablyExists, Parent=DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_226, StartTime=2015.11.17-19.23.43, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.609797ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_228, GetCachedData, Parent=DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_226, StartTime=2015.11.17-19.23.43, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=5.031783ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Lapbert1.uasset, AllOfLoadPackage_Duration=25.414702ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011209ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.067856ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025075ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.504003ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_204, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Lapbert1.uasset, FlushAsyncLoading=0.015046ms, FlushStreamingFunc=0.005312ms, BlockTillAllRequestsFinished=0.004720ms, ResetLoadersForSaveUnMarkAllObjects=0.234537ms, TagPackageExports=0.386469ms, BeginCacheForCookedPlatformData=0.007965ms, SerializeImports=0.415087ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.004426ms, SerializeSummary=0.010621ms, SerializeNames=0.064313ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.012390ms, SortExportsNonSeekfree=0.006199ms, SortExportsSeekfreeConstructor=0.009142ms, SortExportsSeekfreeInner=0.676472ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.008259ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023305ms, SerializeExports=0.696532ms, SerializeBulkData=0.013571ms, AsyncWrite=0.151049ms, UnaccountedTime=0.090569ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_229, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB6FF54DE__2D94A9D69B978960EDA9D9B59C0995573D190964, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=140822 bytes, Retrieved=true, Duration=0.536043ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_230, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB6FF54DE__CBEF8B89BE30CAD85EDE1B7F13D18B6A06676486, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=109092 bytes, Retrieved=true, Duration=0.896554ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_231, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_39__D0D9F1B0869ECBFBB38CD110A6313A4CC97967D4, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=10049 bytes, Retrieved=true, Duration=0.468779ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_232, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_185D6B4F4AD6DB147B0D89866C89BD2__2725A9DD659D5B7167AB4D45C4649C8424B7F5B8, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=6348 bytes, Retrieved=true, Duration=0.967652ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_233, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_185D6B4F4AD6DB147__2FEFBDC4E913574A4182FDD933EEBBCDC0AF5437, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.417743ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Geometry/Meshes/TemplateFloor.uasset, AllOfLoadPackage_Duration=24.431121ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004720ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043958ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015341ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.672844ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_205, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Geometry/Meshes/TemplateFloor.uasset, FlushAsyncLoading=0.007670ms, FlushStreamingFunc=0.004128ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.158127ms, TagPackageExports=0.054579ms, BeginCacheForCookedPlatformData=0.004131ms, SerializeImports=0.074048ms, GatherLocalizableTextData=0.003837ms, MarkNames=0.004720ms, SerializeSummary=0.009734ms, SerializeNames=0.033926ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.019174ms, SortExportsNonSeekfree=0.007965ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.842858ms, SortExportsSeekfree=0.006489ms, BuildDependencyMap=0.012096ms, SerializeImportMap=0.006195ms, SerializeExportMap=0.004720ms, SerializeDependencyMap=0.003837ms, SerializeStringAssetReferenceMap=0.003539ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021536ms, SerializeExports=0.119776ms, SerializeBulkData=0.014458ms, AsyncWrite=0.091456ms, UnaccountedTime=0.097059ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Geometry/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=0.043370ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.010621ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049561ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.028323ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.348233ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_206, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Geometry/Meshes/CubeMaterial.uasset, FlushAsyncLoading=0.011209ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.166092ms, TagPackageExports=0.371721ms, BeginCacheForCookedPlatformData=0.006489ms, SerializeImports=0.419218ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.004131ms, SerializeSummary=0.010028ms, SerializeNames=0.066675ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.016227ms, SortExportsNonSeekfree=0.009440ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.665262ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.004426ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022128ms, SerializeExports=0.801262ms, SerializeBulkData=0.018585ms, AsyncWrite=0.201494ms, UnaccountedTime=0.108566ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_234, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_EC__81B316288C74A1C032F827E2E46F34938359C68A, StartTime=2015.11.17-19.23.43, HierarchicalDDC, DataSize=15377 bytes, Retrieved=true, Duration=0.822797ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
